Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000337,Male,No,1,Not Graduate,No,10563,1257,361,360,1,Rural,Y
LP000338,Male,Yes,2,Not Graduate,No,11665,8250,463,300,1,Rural,Y
LP000339,Female,Yes,3+,Not Graduate,Yes,16039,5370,327,180,0,Rural,N
LP000340,Female,Yes,1,Graduate,Yes,17072,4858,642,360,1,Rural,N
LP000341,Male,Yes,3+,Not Graduate,No,6147,8581,405,300,1,Rural,Y
LP000342,Female,Yes,3+,Graduate,No,11502,8910,574,360,1,Urban,N
LP000343,Male,Yes,0,Not Graduate,No,22302,6999,65,240,1,Rural,Y
LP000344,Female,Yes,3+,Not Graduate,Yes,12333,120,94,240,1,Urban,Y
LP000345,Male,No,3+,Not Graduate,Yes,11920,6908,370,240,1,Semiurban,Y
LP000346,Male,No,1,Graduate,No,8142,2303,375,240,1,Rural,Y
LP000347,Male,No,1,Graduate,Yes,21275,4861,197,180,1,Rural,Y
LP000348,Female,No,0,Graduate,No,12042,2911,404,240,0,Rural,N
LP000349,Female,Yes,3+,Graduate,No,5857,8991,285,300,1,Rural,Y
LP000350,Male,No,0,Not Graduate,No,22763,7236,662,360,1,Urban,N
LP000351,Female,No,3+,Graduate,Yes,23203,5565,154,300,0,Urban,N
LP000352,Male,Yes,2,Graduate,No,17099,6531,523,240,1,Urban,N
LP000353,Male,Yes,2,Not Graduate,No,14701,1109,445,180,1,Semiurban,Y
LP000354,Female,No,0,Not Graduate,Yes,4239,6929,495,240,0,Urban,N
LP000355,Female,No,0,Graduate,No,14731,1250,655,240,1,Rural,N
LP000356,Male,Yes,0,Not Graduate,Yes,11010,8177,269,180,1,Semiurban,Y
LP000357,Female,No,1,Graduate,No,11227,1649,491,180,0,Semiurban,N
LP000358,Female,Yes,1,Not Graduate,Yes,22668,7351,694,180,1,Rural,N
LP000359,Male,Yes,1,Graduate,No,12135,5911,77,180,1,Rural,Y
LP000360,Male,Yes,0,Graduate,No,11464,9537,524,180,0,Rural,N
LP000361,Female,Yes,3+,Graduate,No,18761,2956,677,180,0,Rural,N
LP000362,Male,No,2,Graduate,No,20754,5828,354,360,0,Urban,N
LP000363,Male,Yes,0,Graduate,No,12892,4994,454,240,1,Semiurban,Y
LP000364,Female,Yes,1,Not Graduate,Yes,13836,6436,562,240,1,Rural,N
LP000365,Male,No,1,Graduate,Yes,13439,8676,551,180,1,Urban,N
LP000366,Male,Yes,0,Graduate,No,18176,7614,397,300,1,Rural,Y
LP000367,Female,No,0,Graduate,No,11343,8994,289,180,1,Urban,Y
LP000368,Female,No,1,Graduate,No,14323,1715,619,360,1,Rural,N
LP000369,Male,No,3+,Graduate,Yes,4186,8150,386,300,1,Rural,Y
LP000370,Male,Yes,1,Not Graduate,Yes,1733,3483,75,360,1,Rural,N
LP000371,Female,No,1,Not Graduate,No,15929,7675,458,300,1,Urban,Y
LP000372,Female,No,0,Graduate,Yes,20258,1757,126,300,1,Rural,Y
LP000373,Female,Yes,3+,Not Graduate,No,3772,1809,266,180,0,Urban,N
LP000374,Female,No,1,Graduate,No,18850,5539,377,360,1,Urban,Y
LP000375,Male,No,1,Not Graduate,No,18773,6048,72,300,1,Semiurban,Y
LP000376,Female,No,2,Not Graduate,Yes,21747,9862,359,360,0,Urban,N
LP000377,Female,No,0,Graduate,No,24038,1151,648,180,1,Urban,N
LP000378,Male,No,2,Not Graduate,No,4900,5492,316,180,1,Urban,Y
LP000379,Female,Yes,2,Not Graduate,No,16871,6711,464,180,1,Urban,Y
LP000380,Male,No,1,Graduate,Yes,6042,6302,695,180,0,Urban,N
LP000381,Female,No,0,Graduate,Yes,5023,4747,316,240,1,Semiurban,Y
LP000382,Female,Yes,3+,Not Graduate,Yes,19647,8402,382,300,1,Rural,Y
LP000383,Female,Yes,1,Not Graduate,No,4791,4681,499,240,0,Semiurban,N
LP000384,Male,Yes,3+,Not Graduate,Yes,3988,2507,614,180,0,Semiurban,N
LP000385,Male,No,3+,Graduate,No,12392,2963,660,300,1,Rural,N
LP000386,Female,Yes,0,Not Graduate,Yes,3058,3428,296,300,0,Urban,N
LP000387,Male,No,2,Not Graduate,No,6190,7494,85,360,0,Rural,N
LP000388,Male,No,0,Not Graduate,Yes,7621,3955,450,180,1,Urban,Y
LP000389,Male,Yes,3+,Graduate,No,20160,3705,77,240,1,Rural,Y
LP000390,Male,Yes,1,Graduate,Yes,13698,4038,269,360,1,Semiurban,Y
LP000391,Male,No,3+,Graduate,Yes,5939,9244,455,300,1,Urban,Y
LP000392,Male,Yes,1,Graduate,Yes,18987,713,663,240,0,Semiurban,N
LP000393,Female,No,1,Not Graduate,No,9020,7260,320,180,1,Urban,Y
LP000394,Female,Yes,0,Graduate,Yes,6909,7011,560,240,0,Rural,N
LP000395,Male,Yes,3+,Not Graduate,Yes,11170,8879,335,240,1,Rural,Y
LP000396,Female,Yes,2,Not Graduate,Yes,13606,8521,503,240,1,Rural,N
LP000397,Female,No,3+,Not Graduate,Yes,13434,1746,366,360,1,Rural,Y
LP000398,Female,Yes,3+,Not Graduate,No,9369,1207,639,300,1,Rural,N
LP000399,Female,No,2,Graduate,Yes,4456,784,346,240,0,Semiurban,N
LP000400,Male,No,0,Graduate,No,23901,2696,387,300,1,Semiurban,Y
LP000401,Female,No,3+,Graduate,No,12266,7073,356,360,1,Urban,Y
LP000402,Female,No,3+,Graduate,No,21268,5036,477,180,1,Semiurban,Y
LP000403,Male,Yes,1,Graduate,No,11586,7127,400,180,0,Urban,N
LP000404,Male,No,3+,Not Graduate,Yes,11935,3718,560,240,0,Urban,N
LP000405,Female,No,2,Graduate,No,17912,5775,574,360,1,Semiurban,N
LP000406,Female,Yes,1,Graduate,No,11755,7910,541,180,1,Semiurban,N
LP000407,Female,No,0,Graduate,No,11138,2693,643,360,1,Urban,N
LP000408,Female,Yes,1,Graduate,No,9256,625,58,360,1,Semiurban,Y
LP000409,Female,No,2,Not Graduate,Yes,24832,3708,546,240,1,Semiurban,N
LP000410,Female,Yes,2,Not Graduate,Yes,13356,6859,609,240,1,Semiurban,N
LP000411,Male,No,1,Not Graduate,No,17264,8953,610,360,1,Rural,N
LP000412,Female,Yes,0,Not Graduate,No,23639,7692,489,360,1,Rural,Y
LP000413,Female,No,1,Not Graduate,No,5102,6398,601,240,1,Urban,N
LP000414,Male,No,0,Graduate,Yes,6562,7252,157,360,1,Semiurban,Y
LP000415,Male,Yes,1,Not Graduate,Yes,13377,1555,294,240,1,Urban,Y
LP000416,Male,Yes,2,Not Graduate,Yes,8744,8867,304,300,1,Semiurban,Y
LP000417,Male,Yes,3+,Not Graduate,Yes,7872,4187,82,360,1,Rural,Y
LP000418,Female,Yes,3+,Graduate,Yes,8605,7767,72,240,1,Semiurban,Y
LP000419,Female,No,0,Graduate,No,21465,36,615,360,1,Semiurban,N
LP000420,Female,No,0,Not Graduate,Yes,20646,1787,98,240,0,Semiurban,N
LP000421,Female,Yes,0,Graduate,Yes,13729,6283,511,360,1,Rural,N
LP000422,Female,No,2,Graduate,No,18456,8060,639,180,0,Rural,N
LP000423,Female,Yes,1,Not Graduate,Yes,9205,8065,385,180,1,Rural,Y
LP000424,Male,Yes,2,Graduate,Yes,15394,3880,407,360,1,Urban,Y
LP000425,Female,No,3+,Graduate,Yes,13780,5932,171,180,1,Semiurban,Y
LP000426,Male,No,0,Graduate,No,2114,8328,493,360,1,Rural,N
LP000427,Male,No,1,Not Graduate,Yes,5550,6333,408,360,1,Urban,Y
LP000428,Female,No,3+,Not Graduate,No,18209,5759,651,300,1,Rural,N
LP000429,Male,No,3+,Not Graduate,No,17222,6485,395,300,1,Semiurban,Y
LP000430,Female,No,3+,Graduate,Yes,21624,5067,242,180,0,Urban,N
LP000431,Male,No,2,Not Graduate,Yes,16710,661,465,300,1,Rural,Y
LP000432,Female,Yes,0,Graduate,Yes,18242,7973,426,300,1,Rural,Y
LP000433,Male,Yes,3+,Graduate,Yes,5277,6386,512,360,1,Urban,N
LP000434,Female,Yes,0,Graduate,No,7406,7887,195,240,1,Urban,Y
LP000435,Female,Yes,2,Not Graduate,Yes,3221,414,527,360,1,Urban,N
LP000436,Female,Yes,3+,Not Graduate,No,19233,6850,457,300,1,Urban,Y
LP000437,Female,No,2,Not Graduate,No,21580,8534,335,360,1,Urban,Y
LP000438,Female,Yes,2,Not Graduate,No,5396,2729,160,180,1,Rural,Y
LP000439,Male,Yes,0,Graduate,No,22144,3897,669,240,1,Urban,N
LP000440,Male,Yes,3+,Not Graduate,No,8441,2169,99,300,1,Urban,Y
LP000441,Male,Yes,2,Graduate,Yes,14964,1878,63,300,0,Semiurban,N
LP000442,Female,Yes,3+,Not Graduate,No,21692,6454,183,360,0,Rural,N
LP000443,Male,Yes,0,Not Graduate,No,6746,4570,637,360,0,Semiurban,N
LP000444,Female,Yes,2,Not Graduate,Yes,9884,1515,645,360,1,Rural,N
LP000445,Female,No,0,Graduate,Yes,21729,574,392,360,1,Rural,Y
LP000446,Male,No,3+,Graduate,No,20461,2867,335,300,1,Rural,Y
LP000447,Male,Yes,3+,Graduate,No,16869,3544,363,360,1,Urban,Y
LP000448,Female,No,0,Graduate,Yes,17975,4477,655,300,1,Semiurban,N
LP000449,Male,No,1,Graduate,No,22118,71,346,360,0,Rural,N
LP000450,Female,No,2,Not Graduate,Yes,24476,2980,655,240,1,Rural,N
LP000451,Female,No,3+,Graduate,Yes,15144,9309,618,240,1,Rural,N
LP000452,Female,Yes,3+,Graduate,No,12608,5492,213,360,1,Semiurban,Y
LP000453,Female,No,2,Graduate,Yes,9628,9551,546,360,1,Rural,N
LP000454,Female,No,0,Graduate,No,18959,4759,659,180,1,Semiurban,N
LP000455,Male,No,0,Not Graduate,No,20397,9707,65,240,1,Semiurban,Y
LP000456,Male,Yes,0,Graduate,No,9668,8084,393,300,1,Urban,Y
LP000457,Female,Yes,1,Not Graduate,Yes,8361,39,127,240,1,Rural,Y
LP000458,Female,Yes,1,Not Graduate,No,10490,9574,395,300,1,Rural,Y
LP000459,Male,Yes,3+,Not Graduate,Yes,15250,5373,121,360,1,Semiurban,Y
LP000460,Male,Yes,0,Graduate,No,18488,7565,319,240,0,Semiurban,N
LP000461,Female,Yes,2,Not Graduate,No,4479,1900,336,240,1,Urban,Y
LP000462,Male,Yes,3+,Graduate,Yes,8565,2217,115,180,1,Rural,Y
LP000463,Female,No,2,Graduate,No,6416,4796,117,180,0,Semiurban,N
LP000464,Male,No,3+,Graduate,No,24684,4606,242,240,1,Rural,Y
LP000465,Female,No,1,Graduate,Yes,2097,1283,104,240,1,Rural,N
LP000466,Male,Yes,3+,Graduate,Yes,7122,8775,428,240,1,Rural,Y
LP000467,Female,Yes,1,Not Graduate,Yes,19761,8650,217,300,0,Semiurban,N
LP000468,Male,Yes,3+,Not Graduate,No,13664,815,458,360,1,Rural,Y
LP000469,Male,Yes,0,Graduate,Yes,3199,2511,557,180,1,Semiurban,N
LP000470,Female,Yes,2,Not Graduate,Yes,23664,246,586,360,1,Urban,N
LP000471,Male,No,0,Graduate,No,18600,4825,692,180,1,Urban,N
LP000472,Female,No,3+,Not Graduate,Yes,14929,6516,151,180,0,Semiurban,N
LP000473,Male,Yes,3+,Not Graduate,No,15296,416,471,180,1,Rural,Y
LP000474,Female,Yes,3+,Not Graduate,No,5586,6702,527,240,1,Urban,N
LP000475,Male,Yes,1,Not Graduate,Yes,2165,3717,169,180,1,Urban,N
LP000476,Female,Yes,2,Not Graduate,No,24495,107,340,360,1,Semiurban,Y
LP000477,Male,No,2,Graduate,Yes,16105,9030,537,180,0,Semiurban,N
LP000478,Female,Yes,3+,Graduate,Yes,18963,4513,210,360,0,Semiurban,N
LP000479,Male,Yes,3+,Not Graduate,Yes,9919,1421,127,180,1,Semiurban,Y
LP000480,Female,Yes,1,Graduate,Yes,16684,7283,87,180,0,Semiurban,N
LP000481,Female,Yes,0,Not Graduate,No,2569,255,443,240,1,Semiurban,Y
LP000482,Female,No,0,Graduate,No,6763,7248,490,360,0,Semiurban,N
LP000483,Male,Yes,2,Not Graduate,Yes,17609,9029,589,180,1,Rural,N
LP000484,Female,Yes,1,Not Graduate,Yes,9451,2962,511,180,1,Rural,N
LP000485,Male,No,3+,Not Graduate,No,14419,2282,661,360,1,Rural,N
LP000486,Female,No,2,Graduate,Yes,2863,8744,343,180,1,Rural,Y
LP000487,Male,No,1,Graduate,No,6008,8372,449,300,1,Urban,Y
LP000488,Female,Yes,0,Not Graduate,Yes,3255,1477,685,240,0,Rural,N
LP000489,Male,Yes,1,Not Graduate,No,2019,8762,141,360,0,Urban,N
LP000490,Male,No,0,Graduate,No,23347,4952,658,240,1,Urban,N
LP000491,Female,No,1,Graduate,No,13236,5880,55,300,1,Urban,Y
LP000492,Male,No,2,Graduate,Yes,12014,9919,320,300,0,Semiurban,N
LP000493,Male,No,0,Graduate,Yes,16188,5592,669,300,1,Urban,N
LP000494,Female,No,2,Graduate,Yes,8733,7091,608,360,1,Urban,N
LP000495,Male,No,2,Not Graduate,Yes,2602,591,148,300,1,Urban,Y
LP000496,Male,Yes,0,Graduate,Yes,2097,6277,575,360,1,Semiurban,N
LP000497,Male,Yes,0,Not Graduate,No,15447,2260,243,360,1,Rural,Y
LP000498,Female,Yes,3+,Not Graduate,No,21157,347,206,180,1,Rural,Y
LP000499,Male,No,3+,Graduate,No,13741,8357,164,360,1,Urban,Y
LP000500,Female,No,3+,Graduate,No,7281,5032,445,300,1,Urban,Y
LP000501,Male,No,2,Not Graduate,No,12297,4443,571,360,0,Rural,N
LP000502,Male,No,2,Graduate,No,7756,8774,263,360,1,Rural,Y
LP000503,Male,No,3+,Not Graduate,No,11880,6869,582,240,1,Rural,N
LP000504,Female,No,2,Graduate,Yes,10280,5696,64,300,1,Rural,Y
LP000505,Male,Yes,2,Graduate,No,8054,3038,468,360,1,Urban,Y
LP000506,Male,Yes,0,Graduate,Yes,14164,2845,417,180,1,Urban,Y
LP000507,Female,No,0,Not Graduate,No,11099,7864,687,360,1,Urban,N
LP000508,Male,Yes,2,Graduate,No,17011,6609,262,360,1,Rural,Y
LP000509,Female,No,3+,Not Graduate,Yes,6346,1265,54,240,1,Semiurban,Y
LP000510,Female,Yes,1,Graduate,No,22682,2274,280,300,1,Rural,Y
LP000511,Male,No,3+,Not Graduate,Yes,8105,2470,250,300,1,Rural,Y
LP000512,Female,No,1,Graduate,No,11751,2577,451,180,1,Semiurban,Y
LP000513,Male,Yes,3+,Not Graduate,Yes,17543,3660,198,180,1,Semiurban,Y
LP000514,Female,Yes,0,Not Graduate,No,14264,1068,633,180,0,Rural,N
LP000515,Female,No,2,Not Graduate,Yes,4486,5591,541,360,1,Semiurban,N
LP000516,Male,No,2,Not Graduate,Yes,1900,5974,275,360,1,Semiurban,N
LP000517,Female,Yes,0,Not Graduate,No,20739,4829,635,180,1,Semiurban,N
LP000518,Female,Yes,1,Not Graduate,No,11916,1950,218,300,0,Rural,N
LP000519,Female,No,1,Graduate,Yes,4912,8283,201,300,1,Rural,Y
LP000520,Female,Yes,1,Not Graduate,No,17940,3093,273,180,1,Semiurban,Y
LP000521,Female,No,0,Not Graduate,Yes,3375,5311,553,240,1,Urban,N
LP000522,Male,No,1,Not Graduate,No,22427,1387,599,300,1,Semiurban,N
LP000523,Female,No,0,Graduate,Yes,5798,4274,93,300,1,Semiurban,Y
LP000524,Male,No,3+,Graduate,No,5268,2285,553,180,1,Rural,N
LP000525,Female,Yes,3+,Graduate,Yes,7252,3206,290,300,1,Urban,Y
LP000526,Male,Yes,0,Not Graduate,No,22717,2924,400,360,0,Semiurban,N
LP000527,Male,Yes,2,Graduate,Yes,13989,7045,72,360,1,Urban,Y
LP000528,Female,Yes,3+,Graduate,Yes,2853,8471,685,300,1,Rural,N
LP000529,Female,Yes,1,Not Graduate,No,22871,1618,647,360,1,Urban,N
LP000530,Female,Yes,0,Not Graduate,No,8097,8562,92,240,0,Rural,N
LP000531,Male,Yes,1,Graduate,Yes,16191,5896,515,300,1,Semiurban,N
LP000532,Female,No,1,Not Graduate,Yes,5811,7843,89,180,0,Rural,N
LP000533,Male,Yes,2,Not Graduate,Yes,16807,9895,352,360,1,Urban,Y
LP000534,Male,Yes,1,Not Graduate,Yes,12294,7063,224,240,1,Urban,Y
LP000535,Male,No,2,Not Graduate,No,4434,8495,581,240,1,Urban,N
LP000536,Female,Yes,3+,Graduate,Yes,17906,1348,510,360,0,Semiurban,N
LP000537,Female,Yes,0,Not Graduate,Yes,11894,5556,670,240,1,Urban,N
LP000538,Male,No,1,Graduate,Yes,19093,5289,242,300,1,Urban,Y
LP000539,Male,Yes,0,Graduate,No,10440,2422,293,240,1,Urban,Y
LP000540,Female,Yes,1,Graduate,Yes,18688,3628,329,360,1,Rural,Y
LP000541,Male,Yes,0,Graduate,No,9825,2428,85,240,1,Urban,Y
LP000542,Female,No,1,Not Graduate,No,22300,3033,606,360,0,Rural,N
LP000543,Male,Yes,1,Not Graduate,No,12129,6157,589,360,1,Urban,N
LP000544,Female,Yes,1,Not Graduate,No,6641,8860,203,240,1,Rural,Y
LP000545,Male,No,1,Graduate,No,22852,8691,72,360,1,Rural,Y
LP000546,Female,Yes,1,Graduate,No,5171,7813,140,360,1,Semiurban,Y
LP000547,Male,No,1,Graduate,No,8792,1414,439,180,1,Semiurban,Y
LP000548,Female,No,1,Not Graduate,Yes,16938,6708,408,300,1,Rural,Y
LP000549,Female,Yes,1,Graduate,Yes,24885,8721,599,360,1,Rural,N
LP000550,Male,No,1,Not Graduate,No,13731,6635,277,300,0,Semiurban,N
LP000551,Male,No,0,Not Graduate,Yes,19982,3621,251,180,1,Rural,Y
LP000552,Female,Yes,2,Not Graduate,Yes,16011,5315,399,180,1,Semiurban,Y
LP000553,Male,No,1,Not Graduate,No,12609,754,87,180,1,Semiurban,Y
LP000554,Female,No,2,Graduate,Yes,9944,2347,549,180,1,Urban,N
LP000555,Male,Yes,1,Not Graduate,No,22945,726,92,300,1,Urban,Y
LP000556,Female,Yes,1,Graduate,Yes,17105,4923,675,240,0,Semiurban,N
LP000557,Female,Yes,0,Not Graduate,No,14526,2649,566,240,1,Semiurban,N
LP000558,Female,No,3+,Graduate,No,10821,2815,117,300,0,Rural,N
LP000559,Female,Yes,3+,Graduate,Yes,21148,9066,172,360,1,Semiurban,Y
LP000560,Female,No,0,Not Graduate,Yes,6935,3279,385,300,1,Semiurban,Y
LP000561,Female,No,2,Not Graduate,No,9993,2984,202,360,0,Urban,N
LP000562,Male,No,3+,Not Graduate,No,8191,3807,211,360,0,Semiurban,N
LP000563,Male,No,0,Graduate,No,4263,7876,263,240,0,Rural,N
LP000564,Male,No,0,Not Graduate,Yes,21889,6099,425,180,1,Semiurban,Y
LP000565,Female,No,3+,Not Graduate,Yes,4741,607,492,240,1,Urban,Y
LP000566,Female,No,2,Graduate,Yes,4557,6169,472,240,1,Urban,Y
LP000567,Female,Yes,0,Not Graduate,Yes,18434,7790,587,300,1,Urban,N
LP000568,Female,Yes,1,Graduate,No,7074,5573,683,300,1,Urban,N
LP000569,Male,No,2,Not Graduate,No,6911,634,279,360,0,Semiurban,N
LP000570,Male,No,2,Graduate,No,3087,1074,108,300,1,Rural,Y
LP000571,Female,Yes,3+,Graduate,No,11514,1914,145,360,0,Rural,N
LP000572,Male,No,3+,Not Graduate,Yes,7420,588,311,360,1,Rural,Y
LP000573,Male,Yes,1,Graduate,No,23144,3231,403,180,1,Semiurban,Y
LP000574,Female,Yes,0,Not Graduate,No,13188,6351,361,180,1,Semiurban,Y
LP000575,Male,Yes,3+,Not Graduate,Yes,5909,3838,185,240,1,Semiurban,Y
LP000576,Female,No,3+,Graduate,Yes,7283,1973,522,180,0,Rural,N
LP000577,Male,No,2,Not Graduate,No,2212,5044,681,360,1,Semiurban,N
LP000578,Female,Yes,3+,Graduate,Yes,6906,6103,479,300,1,Semiurban,Y
LP000579,Female,Yes,3+,Graduate,No,13541,6683,586,180,1,Urban,N
LP000580,Female,Yes,3+,Graduate,Yes,24727,5837,195,180,1,Urban,Y
LP000581,Female,Yes,3+,Graduate,Yes,3933,9443,573,180,0,Rural,N
LP000582,Male,Yes,2,Graduate,No,4801,6783,136,180,1,Urban,Y
LP000583,Female,No,1,Graduate,Yes,18154,5594,158,360,1,Urban,Y
LP000584,Female,Yes,1,Graduate,No,13086,3822,472,360,0,Urban,N
LP000585,Female,No,0,Graduate,Yes,18963,3389,394,240,1,Semiurban,Y
LP000586,Male,Yes,3+,Not Graduate,Yes,6822,5914,315,300,0,Urban,N
LP000587,Female,No,2,Not Graduate,Yes,15432,1780,635,240,1,Urban,N
LP000588,Male,No,0,Graduate,Yes,6757,3688,543,240,1,Urban,N
LP000589,Female,No,0,Not Graduate,Yes,15233,9916,382,180,0,Semiurban,N
LP000590,Male,No,1,Not Graduate,No,14868,7211,462,300,0,Rural,N
LP000591,Male,No,2,Not Graduate,Yes,11277,5037,663,180,1,Semiurban,N
LP000592,Female,No,2,Not Graduate,No,12749,6319,698,360,1,Semiurban,N
LP000593,Male,Yes,2,Not Graduate,Yes,24098,9869,240,240,0,Urban,N
LP000594,Female,No,1,Not Graduate,No,22890,8640,191,300,1,Rural,Y
LP000595,Female,Yes,1,Graduate,Yes,21869,81,122,360,1,Urban,Y
LP000596,Female,No,1,Not Graduate,No,14381,6278,216,240,1,Urban,Y
LP000597,Male,No,1,Not Graduate,No,11087,6999,217,300,1,Rural,Y
LP000598,Male,Yes,1,Not Graduate,Yes,10291,1406,615,240,1,Rural,N
LP000599,Female,No,3+,Not Graduate,Yes,10205,7410,308,300,0,Semiurban,N
LP000600,Female,Yes,3+,Graduate,Yes,23875,1480,488,240,1,Rural,Y
LP000601,Male,Yes,2,Graduate,No,24111,9271,160,180,0,Semiurban,N
LP000602,Female,Yes,0,Graduate,No,10758,3598,580,240,1,Semiurban,N
LP000603,Female,Yes,2,Graduate,Yes,9333,7993,339,240,1,Urban,Y
LP000604,Female,No,0,Not Graduate,Yes,20770,4183,611,300,1,Urban,N
LP000605,Male,No,1,Graduate,No,15745,3680,559,300,1,Urban,N
LP000606,Male,Yes,0,Graduate,No,20537,7644,224,180,1,Rural,Y
LP000607,Male,No,2,Graduate,Yes,17254,4310,351,300,1,Rural,Y
LP000608,Female,No,2,Graduate,No,10780,1758,234,240,1,Semiurban,Y
LP000609,Female,Yes,0,Not Graduate,Yes,14077,2599,388,300,1,Semiurban,Y
LP000610,Female,No,3+,Graduate,Yes,22748,5616,559,300,1,Semiurban,N
LP000611,Male,Yes,1,Not Graduate,Yes,4014,5813,359,300,0,Rural,N
LP000612,Female,Yes,1,Graduate,No,5469,3853,556,180,0,Semiurban,N
LP000613,Female,No,2,Not Graduate,No,21168,2292,395,180,1,Semiurban,Y
LP000614,Female,No,3+,Not Graduate,No,6066,1501,130,360,1,Rural,Y
LP000615,Female,No,0,Graduate,No,3696,8422,423,180,1,Urban,Y
LP000616,Male,Yes,1,Graduate,Yes,18673,7550,205,180,0,Rural,N
LP000617,Male,Yes,3+,Graduate,No,21359,4250,481,180,1,Semiurban,Y
LP000618,Female,No,1,Graduate,Yes,12845,9390,549,240,1,Urban,N
LP000619,Male,No,3+,Not Graduate,Yes,2809,6991,196,360,0,Rural,N
LP000620,Male,No,3+,Not Graduate,Yes,2364,114,530,240,0,Urban,N
LP000621,Female,No,2,Graduate,No,13555,9605,484,180,1,Urban,Y
LP000622,Female,Yes,1,Graduate,Yes,6889,4406,568,180,1,Semiurban,N
LP000623,Male,No,0,Not Graduate,Yes,21247,9184,118,360,1,Rural,Y
LP000624,Female,Yes,2,Graduate,No,13216,2347,655,360,1,Semiurban,N
LP000625,Male,Yes,2,Not Graduate,Yes,13478,1041,235,300,1,Rural,Y
LP000626,Female,No,0,Graduate,No,4503,6927,253,180,1,Rural,Y
LP000627,Male,No,2,Not Graduate,No,15674,11,603,180,1,Rural,N
LP000628,Female,No,3+,Not Graduate,No,15272,7980,62,240,1,Urban,Y
LP000629,Male,Yes,3+,Not Graduate,Yes,19115,7871,323,300,1,Urban,Y
LP000630,Male,No,1,Not Graduate,No,9459,6375,347,180,0,Semiurban,N
LP000631,Male,No,1,Not Graduate,No,13480,7098,100,240,1,Rural,Y
LP000632,Female,Yes,0,Graduate,No,20595,3676,549,360,0,Rural,N
LP000633,Male,No,1,Not Graduate,No,8081,6109,418,240,0,Urban,N
LP000634,Male,Yes,3+,Graduate,Yes,18305,5397,406,180,1,Rural,Y
LP000635,Female,No,0,Not Graduate,No,11465,3065,52,240,1,Semiurban,Y
LP000636,Female,Yes,0,Not Graduate,Yes,13260,2036,303,240,1,Rural,Y
LP000637,Male,No,1,Graduate,No,16422,3046,524,300,1,Rural,N
LP000638,Male,No,3+,Graduate,Yes,2446,540,555,300,0,Urban,N
LP000639,Female,Yes,0,Graduate,No,19718,76,305,360,1,Rural,Y
LP000640,Female,Yes,3+,Graduate,Yes,3064,3067,659,300,1,Semiurban,N
LP000641,Female,No,3+,Not Graduate,No,8832,23,199,240,1,Semiurban,Y
LP000642,Female,Yes,3+,Graduate,Yes,6444,5134,537,300,1,Semiurban,N
LP000643,Female,Yes,1,Not Graduate,Yes,17557,675,328,180,1,Semiurban,Y
LP000644,Male,Yes,2,Graduate,Yes,15377,6668,108,240,1,Urban,Y
LP000645,Female,Yes,2,Graduate,No,11639,4267,495,240,1,Rural,Y
LP000646,Male,No,0,Not Graduate,Yes,2808,5988,162,240,1,Urban,Y
LP000647,Male,No,3+,Not Graduate,Yes,20870,7652,618,180,0,Semiurban,N
LP000648,Male,Yes,1,Graduate,Yes,18270,8680,538,240,1,Rural,N
LP000649,Female,Yes,3+,Not Graduate,Yes,24015,1485,456,300,1,Urban,Y
LP000650,Male,Yes,3+,Not Graduate,No,4758,3659,416,180,1,Rural,Y
LP000651,Male,Yes,1,Not Graduate,Yes,24005,2419,109,240,1,Semiurban,Y
LP000652,Female,No,2,Not Graduate,Yes,6311,7740,378,300,1,Semiurban,Y
LP000653,Male,No,3+,Not Graduate,Yes,24458,7143,518,300,1,Rural,N
LP000654,Male,Yes,3+,Not Graduate,No,8197,3495,616,360,1,Rural,N
LP000655,Female,Yes,2,Not Graduate,Yes,21817,756,112,300,1,Semiurban,Y
LP000656,Male,Yes,1,Not Graduate,Yes,17275,8448,233,300,1,Urban,Y
LP000657,Male,No,0,Graduate,Yes,12539,1779,360,360,1,Semiurban,Y
LP000658,Male,Yes,2,Not Graduate,Yes,2939,6487,587,360,1,Rural,N
LP000659,Female,No,0,Graduate,No,24053,9664,226,180,1,Urban,Y
LP000660,Female,Yes,0,Not Graduate,Yes,13134,258,624,300,1,Semiurban,N
LP000661,Female,No,2,Not Graduate,Yes,22364,4075,478,180,1,Rural,Y
LP000662,Male,Yes,3+,Not Graduate,No,1555,8498,122,180,1,Rural,N
LP000663,Male,No,0,Not Graduate,No,21208,8014,216,240,1,Rural,Y
LP000664,Female,Yes,0,Graduate,No,24661,1118,274,180,0,Urban,N
LP000665,Male,Yes,1,Graduate,Yes,1605,7631,626,180,1,Urban,N
LP000666,Male,Yes,3+,Not Graduate,No,4701,3017,630,180,1,Urban,N
LP000667,Female,No,0,Graduate,Yes,16684,4341,58,180,1,Urban,Y
LP000668,Female,Yes,1,Not Graduate,No,2169,1658,285,360,1,Rural,N
LP000669,Male,No,3+,Not Graduate,Yes,14163,8378,77,300,1,Rural,Y
LP000670,Male,No,2,Graduate,No,2466,1797,695,240,1,Urban,N
LP000671,Male,Yes,2,Graduate,Yes,18191,9116,76,360,1,Urban,Y
LP000672,Female,Yes,1,Not Graduate,No,20022,784,599,240,1,Rural,N
